id,date,status,text,photo,parti
436985597248768,2019-11-29,Inactive,"“Ik heb als arbeider de sluiting van Caterpillar meegemaakt. Ik weet dus wat de werknemers van Proximus nu doormaken. Het zijn zij die van Proximus de moderne, efficiënte, bloeiende onderneming gemaakt hebben die ze vandaag is. Vorig jaar alleen al boekte Proximus 506 miljoen euro winst!” PVDA-volksvertegenwoordiger Roberto D’Amico liet de stem van de werknemers horen in het parlement.   ✊ Het is aan de regering (vertegenwoordigd door 5 leden in de raad van bestuur van Proximus) om het herstructureringsplan bij Proximus tegen te houden.",,pvda
793529237759640,2019-11-29,Inactive,"De spanning stijgt. Groot nieuws in aantocht. Online tekenden al 85.000 mensen voor onze burgerwet die een minimumpensioen van 1500 euro netto inhoudt. Maar de PVDA zou de PVDA niet zijn als we niet het terrein op zouden gaan. We gaan naar de mensen: in de wijken, aan de bibliotheek, aan de fabriekspoorten ... 👉 Want we willen in de komende weken die 100.000 handtekeningen hebben! Help je mee? http://bit.ly/2sp98Gd",,pvda
2658469790903170,2019-11-29,Inactive,Jan Jambon: you ain't seen nothing yet! ✊❤  👉 Afspraak 5 december op het Martelarenplein: https://bit.ly/2XV4BHi,,pvda
509483886446766,2019-11-28,Inactive,De politici van de PVDA leven als gewone mensen. LIKE als je dit steunt.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/79350256_509644883097333_5586441043961708544_n.jpg?_nc_cat=110&_nc_ohc=0_A7SvVv3zUAX_hMg6Y&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=8c14c67a314d15919c96762231970236&oe=5E96DC47,pvda
585392575553079,2019-11-28,Inactive,Politici moeten leven zoals de bevolking die ze vertegenwoordigen. LIKE als je akkoord bent.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/78819498_585561842202819_600150434698493952_n.jpg?_nc_cat=101&_nc_ohc=a0JWQsqbtTwAX-Nuu7b&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=7ffcb6a4893770dfc93433f41d34534f&oe=5E9ABBBF,pvda
986866851673148,2019-11-28,Inactive,VIND DIT LEUK als je het eens bent!,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/78800817_987077068318793_1878107589867208704_n.jpg?_nc_cat=102&_nc_ohc=_NmGV_fT6roAX-F7JUh&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=4bf97f9e35cf50a7614d76a346fb3a60&oe=5E974CAD,pvda
441414733243311,2019-11-28,Inactive,"1.500 euro netto minimumpensioen zou normaal moeten zijn, LIKE als je akkoord bent.",https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/79493041_441565309894920_4427097553930027008_n.jpg?_nc_cat=101&_nc_ohc=lVUrqZ9Had4AX-OFjBV&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=ad96842c33e5b870044d45ff396b211e&oe=5E9AFD3D,pvda
2509697735985913,2019-11-28,Inactive,LIKE als je ook voor 1.500 euro netto minimumpensioen bent,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/78675531_2509931839295836_5869459009148289024_n.jpg?_nc_cat=109&_nc_ohc=uoEroONAmO8AX-iJ3Xu&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=fef466020088f8dfc20198c5648eb1a7&oe=5EA43DA2,pvda
769888910106065,2019-11-27,Inactive,"OVERWINNING ✊❤  Na een week protest, acties van het middenveld, nagelbijten, reglementen uitpluizen, wetten onderzoeken en samenwerken is het zo ver: de regering Jambon bijt in het zand.  De Vlaamse regering wou het kritische middenveld monddood maken en etnisch-culturele organisaties zonder centen zetten. Maar dat was zonder ons gerekend! 250 vertegenwoordigers van het brede middenveld betoogden vandaag voor het parlement. Met een motie hebben we vandaag samen met Groen en sp.a de stemming tegengehouden. Het oude decreet blijft van kracht: subsidies worden objectief door een onafhankelijke commissie toegekend en niet door willekeur van Jan Jambon en co.  Jambon: you ain't seen nothing yet!",https://scontent.fgva1-1.fna.fbcdn.net/v/t1.6435-0/s600x600/76943353_10157036419188768_2548011622052397056_n.jpg?_nc_cat=104&_nc_ohc=DYo3PBPDAOAAX8rfo9M&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=37db541cd9b0d74b347c8d75bde20a6d&oe=5EA44574,pvda
441559169886103,2019-11-26,Inactive,"[SWIPE] ••• Het gaat vooruit. Online brachten we al 85.000 mensen samen voor een minimumpensioen van 1500 euro netto. Volgende etappe: op het terrein. We komen naar je toe, in de wijken, aan de bibliotheek, aan de fabriekspoorten ... 👉 We willen in de komende weken 100.000 handtekeningen hebben! Help je mee? www.1500netto.be/meewerken #1500netto",,pvda
471045646857140,2019-11-26,Inactive,"♀️ Niet één meer. Vandaag is internationale dag tegen geweld op vrouwen. 👩 Eén op vijf vrouwen melden partnergeweld. 👱‍♀️ Eén op drie vrouwen wereldwijd krijgt met seksueel of fysiek geweld te maken. 👩‍🦳 In België werden dit jaar 22 vrouwen vermoord. ✊ Voor de PVDA moet dit een politieke prioriteit worden en moet er een concreet actieplan komen, met onder andere: 💜 Rechters die gespecialiseerd zijn in gevallen van geweld tegen vrouwen en die deze zaken snel kunnen behandelen; 💜 Opleiding voor politiediensten en een duidelijke richtlijn van de minister van Justitie om voorrang te geven aan bedreigingen en geweld tegen vrouwen; 💜 Middelen voor opvang van en hulpverlening aan slachtoffers; 💜 Middelen voor preventie #stopsexism #stopseksisme #stopgeweldtegenvrouwen #meetoo #stopfemicide",https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/78572856_563906654402287_427885962245177344_n.jpg?_nc_cat=102&_nc_ohc=mk7RyvBCX4YAX9J4Q3j&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=2d8a37f69f4019896013431826e03de2&oe=5ED3E847,pvda
