,date,status,id,text,photo
95,Début de diffusion le 30 sep 2019,Inactive,ID : 2647334791972156,"Eerst stoer verkondigen dat je uit UNIA stapt om daarna een NIEUW en ""Vlaams"" UNIA met ons belastinggeld te starten, is niet wat de bevolking wil. Wat een bedrog van de N-VA en Bart De Wever!",
96,Début de diffusion le 30 sep 2019,Inactive,ID : 411267226203354,Miljoenen euro's belastinggeld worden ELK jaar verkwist aan allerlei etnoculturele vzw's. AFSCHAFFEN! LIKE als je het eens bent.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/72223834_411267246203352_7906392050080153600_n.jpg?_nc_cat=107&_nc_ohc=fvd500SSIykAX-FHu76&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=183c5dfb2db2e13a036b04c148681816&oe=5ED60098
97,Début de diffusion le 30 sep 2019,Inactive,ID : 1113031198886667,Wie niets heeft bijgedragen tot ONZE sociale zekerheid mag NOOIT profiteren van ons systeem. LIKE als je het eens bent!,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/72179356_1113031268886660_6754003894512123904_n.jpg?_nc_cat=105&_nc_ohc=mcsgRmUoT3wAX-hW3kx&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=4dbb7341eb13660824402143554e686a&oe=5E972F63
98,Début de diffusion le 30 sep 2019,Inactive,ID : 967739073575948,Is dit de wil van de kiezer? Tijd om onze democratie te herstellen! LIKE als je het eens bent.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/72330271_967739090242613_3738571557161664512_n.jpg?_nc_cat=102&_nc_ohc=FcNzu4AHrGwAX_Oehim&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=0f8cf462bbe845f3ae3d146d2d92df8d&oe=5EDB8A96
99,Début de diffusion le 30 sep 2019,Inactive,ID : 2399865023583870,De MARRAKESHPARTIJEN werden weggestemd en nu zitten ze terug in de regering: schandalig! LIKE als je het eens bent.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/72436815_2399865046917201_3138007018896359424_n.jpg?_nc_cat=102&_nc_ohc=0Bj-HSCcHa0AX9DnN7W&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=50be20c9e6b42a41f30841a354187cb5&oe=5E8DA30D
100,Début de diffusion le 30 sep 2019,Inactive,ID : 456195388573432,Een coalitie van de verliezers: is dat democratie? LIKE als je het eens bent!,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/72609053_456195401906764_980203234498969600_n.jpg?_nc_cat=109&_nc_ohc=psMTd7-3nUYAX-5O3YW&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=6da240c8617a71ae37bdf105b8fcf4c5&oe=5E9A78AC
101,Début de diffusion le 30 sep 2019,Inactive,ID : 2120834008218608,STOP met de immense schuldenberg nog te vergroten. Begrotingstekorten hypothekeren onze toekomst! LIKE als je het eens bent.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/72447104_2120834034885272_8451056558195867648_n.jpg?_nc_cat=103&_nc_ohc=BD7FylXwUvAAX-fXnD7&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=634e16cde3d36481736e4b542885ef3d&oe=5E9EB28E
102,Début de diffusion le 30 sep 2019,Inactive,ID : 759495471172382,"Wie heel zijn leven hard heeft gewerkt, verdient een beter pensioen! LIKE als je het eens bent.",https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/72416374_759495487839047_2517606985923297280_n.jpg?_nc_cat=106&_nc_ohc=64SYryadyT0AX_NQGgW&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=38c86de9696787d615cb684d72d3dfd0&oe=5ED36BC2
103,Début de diffusion le 27 sep 2019,Inactive,ID : 364101407808981,Onze militairen zorgen dag in dag uit voor ONZE veiligheid en verdienen RESPECT. Tijd voor een langetermijnvisie om de reële uitdagingen op defensie aan te pakken!,
104,Début de diffusion le 26 sep 2019,Actif,ID : 611796272732719,Tijd voor HARDE straffen voor verkrachters! LIKE als je het eens bent.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/72212149_611814459397567_2868053897547612160_n.jpg?_nc_cat=103&_nc_ohc=wxCbBMKqV5AAX9nF7pI&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=dab3892b8eb8fa856f8ef201e978358f&oe=5E948FE2
